query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChdDSUhNMG9nS0VJQ0FnSUQyMDZUcHJBRRAB,https://www.google.com/maps/contrib/103182132993582005454?hl=nl,Ingrid Carolien,103182132993582005454,https://lh3.googleusercontent.com/a/ALm5wu06BsJzGQZGuf7z_JQGGmf-SavjZjzG1y1scWDa=s120-c-c0x00000000-cc-rp-mo-br100,"Voor Corona werd de telefoon gewoon na een paar keer overgaan opgenomen. Dat corona voor drukte zorgde, kan ik begrijpen. Maar inmiddels zijn we ruim 2 jaar verder en als je de poli moet spreken met een medische vraag, moet je minimaal 20min wachten voor er op het algemene nummer wordt opgenomen. En dan nog kans dat je wordt weggedrukt. Dit zijn geen corona gevolgen meer maar falend personeelbeleid!!!",https://lh3.googleusercontent.com/a/ALm5wu06BsJzGQZGuf7z_JQGGmf-SavjZjzG1y1scWDa,"Dat is vervelend om te horen. We zijn hard aan de slag met onze telefonische bereikbaarheid. De krapte in de zorg is voor patiënten helaas ook te merken aan de telefoon. Doordat er op de werkvloer minder personeel beschikbaar is, is het vaak lastiger om de patiënten door te kunnen verbinden. Daarom wijzen we onze patiënten ook op de online mogelijkheden voor het maken van de afspraken, bijvoorbeeld voor het bloedprikken zodat het maken van een afspraak niet altijd via de telefoon hoeft. Hopelijk merkt u snel dat de bereikbaarheid beter is geworden.",1653465007.0,05/25/2022 07:50:07,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQyMDZUcHJBRRAB!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgID206TprAE%7CCgwI2L2ylAYQwOTSlQE%7C?hl=nl,1,1653382872,05/24/2022 09:01:12,7,-2539333432129287282
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChZDSUhNMG9nS0VJQ0FnSUR1dElYdUpREAE,https://www.google.com/maps/contrib/111901713286754122229?hl=nl,Doe maar Gewoon,111901713286754122229,https://lh3.googleusercontent.com/a/ALm5wu0U8k5JHD11z4Wr7ZeqSliFpRVq53YvgFNJ2b9X=s120-c-c0x00000000-cc-rp-mo-br100,"Heel lief en zorgzaam personeel op de mdl en chirurgie afdeling.  Ik kreeg na mijn operatie een bloedvergiftiging. Als het personeel niet zo snel en alert had gehandeld was ik er niet eens meer geweest. Naderhand op de ic gelegen en een flinke herstelperiode gehad.  Met hulp van de lieve fysiotherapeute daar, wonderbaarlijk snel opgeknapt. En alle zusters, stuk voor stuk lief en zorgzaam.  Als ze wat spaarzame tijd over hadden,  kwamen ze nog een praatje maken.",https://lh3.googleusercontent.com/a/ALm5wu0U8k5JHD11z4Wr7ZeqSliFpRVq53YvgFNJ2b9X,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1dElYdUpREAE!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgIDutIXuJQ%7CCgsI-ufklwYQqKfaHQ%7C?hl=nl,5,1660498938,08/14/2022 17:42:18,6,-2539333432129287282
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChdDSUhNMG9nS0VJQ0FnSURPellhaTdBRRAB,https://www.google.com/maps/contrib/115878266085933201819?hl=nl,Binnaz Ozbas,115878266085933201819,https://lh3.googleusercontent.com/a/ALm5wu3H-h4LrIsvKuIACytsD23I6LFTLO_p5whyYYAa=s120-c-c0x00000000-cc-rp-mo-br100,"Afgelopen vrijdag het ziekenhuis gebeld voor mij zoontje van 2 jaar. 4 keer doorverbonden geworden met de kinderafdeling en bij alle 4 de keren hebben ze na mijn verhaal te luisteren opgehangen. Dit is totaal niet acceptabel! Het kan druk zijn, het kan zijn dat je mij op dat moment niet kan helpen maar dan is het voor een kinderafdeling veel netter om dit aan te geven ipv op te hangen. Dit zorgt namelijk alleen maar voor meer frustratie!",https://lh3.googleusercontent.com/a/ALm5wu3H-h4LrIsvKuIACytsD23I6LFTLO_p5whyYYAa,"Excuses, wat vervelend dat u deze ervaring heeft gehad. Dit is natuurlijk niet hoe wij om willen gaan met onze patiënten en naasten. We geven dit signaal door aan de kinderafdeling zodat dit in de toekomst niet meer voorkomt.",1657609465.0,07/12/2022 07:04:25,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPellhaTdBRRAB!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgIDOzYai7AE%7CCgsI65-wlgYQsJqfbg%7C?hl=nl,1,1657540587,07/11/2022 11:56:27,2,-2539333432129287282
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChZDSUhNMG9nS0VJQ0FnSUNPai1xTGN3EAE,https://www.google.com/maps/contrib/101541920510500147772?hl=nl,maichel mulder,101541920510500147772,https://lh3.googleusercontent.com/a-/ACNPEu-Uom2GDImEQ35ESB8f_Co9N6mk0UGBOAT_gN1Wug=s120-c-c0x00000000-cc-rp-mo-br100,Kosten als hun jou bellen is 60 euro per minuut kijk uit voor deze viese uitbuiters niet normaal (rekening van 662 euro voor 2 telefoontjes van bij elkaar noch geen 10 minuutjes) ps gaat niet over telefoon rekening maar om hun kosten die ze heben opgegeven bij de zorgverzekering,https://lh3.googleusercontent.com/a-/ACNPEu-Uom2GDImEQ35ESB8f_Co9N6mk0UGBOAT_gN1Wug,"Beste meneer Mulder, aan het bellen met het ziekenhuis zijn geen kosten verbonden, tenzij dit bij uw telefoonabonnement anders ingesteld staat. Mogelijk had u uw limiet bereikt? We horen het graag als u hierover nog in gesprek wilt met ons.",1656658354.0,07/01/2022 06:52:34,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPai1xTGN3EAE!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgICOj-qLcw%7CCgwI6JH7lQYQ2Nqe7AE%7C?hl=nl,1,1656670440,07/01/2022 10:14:00,5,-2539333432129287282
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChZDSUhNMG9nS0VJQ0FnSUQybi1HR0NnEAE,https://www.google.com/maps/contrib/106482344346452029038?hl=nl,Britt Matulessy,106482344346452029038,https://lh3.googleusercontent.com/a/ALm5wu1HaXvlTk6p4TlvTVAq22pyDtnU5_-Rbot5x19v=s120-c-c0x00000000-cc-rp-mo-ba2-br100,Laat onze zoon met een enorme dikke elleboog langer dan 2 uur zitten want hij kan hem wel bewegen zei ze!!!! Hij had niet gebeld van tevoren dus werd hij onderaan het lijstje gezet. Zit je in de kamer is echt 2 min kijken en toen konden we weer gaan.,https://lh3.googleusercontent.com/a/ALm5wu1HaXvlTk6p4TlvTVAq22pyDtnU5_-Rbot5x19v,"We vinden het vervelend dat u het bezoek zo heeft ervaren. Aan uw review te lezen, denken we dat u op de spoedeisende hulp van ons ziekenhuis was. Als de situatie niet acuut is, kan het inderdaad voorkomen dat u wat langer moet wachten. Het overleg tussen de zorgverleners op de spoedeisende hulp kan veel tijd in beslag nemen. Waarschijnlijk waren er voor u patiënten die op dat moment meer zorg nodig hadden. We zijn bezig om de wachttijden op de spoedeisende hulp beter in kaart te brengen zodat u beter weet waar u aan toe bent.",1653919038.0,05/30/2022 13:57:18,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQybi1HR0NnEAE!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgID2n-GGCg%7CCgsIsuvMlAYQ6ISNeQ%7C?hl=nl,1,1653814706,05/29/2022 08:58:26,1,-2539333432129287282
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChdDSUhNMG9nS0VJQ0FnSUNlcWR1NGtBRRAB,https://www.google.com/maps/contrib/101368615241336616750?hl=nl,Richard vd Horst,101368615241336616750,https://lh3.googleusercontent.com/a-/ACNPEu-EOXFJQhrTu4DrGxpO8rqssbB0Gg9BCC7oEsuyHg=s120-c-c0x00000000-cc-rp-mo-ba3-br100,We zijn hier bevallen van ons eerste zoontje en het had geen betere plek kunnen zijn. Hele aardige medewerkers en je kunt er goed eten. Ze nemen echt de tijd voor je en helpen graag. 5 sterren absoluut.,https://lh3.googleusercontent.com/a-/ACNPEu-EOXFJQhrTu4DrGxpO8rqssbB0Gg9BCC7oEsuyHg,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNlcWR1NGtBRRAB!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgICeqdu4kAE%7CCgsI8faXmQYQ6PaTFw%7C?hl=nl,5,1663433585,09/17/2022 16:53:05,0,-2539333432129287282
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChdDSUhNMG9nS0VJQ0FnSUNla0t6OW93RRAB,https://www.google.com/maps/contrib/100793156958889308400?hl=nl,Jacob V ginkel,100793156958889308400,https://lh3.googleusercontent.com/a/ALm5wu3SSPA8sHG0lfVa4Ee_IznHuYB-XJjcTxma9uAo=s120-c-c0x00000000-cc-rp-mo-br100,Vandaag ontslagen bij de urologie verder goed ziekenhuis en lieve medewerkers alleen de toiletten bij de kamers en douche zou meer aandacht aan kunnen worden besteed inzake de hygiëne,https://lh3.googleusercontent.com/a/ALm5wu3SSPA8sHG0lfVa4Ee_IznHuYB-XJjcTxma9uAo,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNla0t6OW93RRAB!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgICekKz9owE%7CCgwIjqfOmAYQ6N_NmQM%7C?hl=nl,4,1662227342,09/03/2022 17:49:02,1,-2539333432129287282
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChdDSUhNMG9nS0VJQ0FnSUNHanMyQzl3RRAB,https://www.google.com/maps/contrib/112537778003834410143?hl=nl,Marieke Casteleijn,112537778003834410143,https://lh3.googleusercontent.com/a-/ACNPEu--lNmxJnJ9f0KXvEjAxf8BBddHVmQ2IuJgQoH8Ig=s120-c-c0x00000000-cc-rp-mo-br100,"Vandaag moest ik onverwacht voor een foto naar het ziekenhuis. Ik kon niemand meer regelen en er was alleen nog plek achter in de parkeergarage. Ik ben erg slecht ter been en alleen kon ik echt niet bij de afdeling komen.
Ik heb naar de receptie gebeld en na 5 minuten kwam een vriendelijke man mij met een rolstoel halen.Ook werd er meteen een afspraak gemaakt  om  mij weer terug te brengen.naar de auto in de parkeergarage. Ik weet helaas de naam niet meer van dit parkeerbedrijf wat ook de functie als gastheer heeft maar bedankt voor deze topservice!",https://lh3.googleusercontent.com/a-/ACNPEu--lNmxJnJ9f0KXvEjAxf8BBddHVmQ2IuJgQoH8Ig,Bedankt voor uw review. We geven uw mooie woorden door aan de juiste afdeling.,1635750373.0,11/01/2021 07:06:13,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHanMyQzl3RRAB!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgICGjs2C9wE%7CCgsI2vnMlAYQwM-RMA%7C?hl=nl,5,1653816538,05/29/2022 09:28:58,6,-2539333432129287282
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChZDSUhNMG9nS0VJQ0FnSUR1b1BIZkNnEAE,https://www.google.com/maps/contrib/117541066623428571441?hl=nl,paul school,117541066623428571441,https://lh3.googleusercontent.com/a/ALm5wu1Q_AccYeOSwvoNgbkfHEWvF3mDJ6cWa0clHM7j=s120-c-c0x00000000-cc-rp-mo-br100,"Totaal niet behulpzaam of vriendelijk aan de telefoon met een opmerking als 'gewoon paracetemol nemen'.
Er word gebeld met een reden en om dan nog niet eens luisteren of te willen helpen is gewoon slecht.",https://lh3.googleusercontent.com/a/ALm5wu1Q_AccYeOSwvoNgbkfHEWvF3mDJ6cWa0clHM7j,"Beste Paul, dat is vervelend om te horen. Met wie heeft u contact gehad? Met een afdeling van ons ziekenhuis of de huisartsenpost Gelderse Vallei?",1660200007.0,08/11/2022 06:40:07,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1b1BIZkNnEAE!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgIDuoPHfCg%7CCgsI9KrQlwYQiKueOw%7C?hl=nl,1,1660163444,08/10/2022 20:30:44,0,-2539333432129287282
https://www.google.com/maps/search/ziekenhuis%20gelderse%20vallei/?hl=nl,Ziekenhuis Gelderse Vallei,0x47c652d184669ef3:0xdcc279b28ba90b8e,ChIJ855mhNFSxkcRjgupi7J5wtw,"https://www.google.com/maps/place/Ziekenhuis+Gelderse+Vallei/@52.02254,5.645855999999999,14z/data=!4m8!1m2!2m1!1sZiekenhuis+Gelderse+Vallei!3m4!1s0x47c652d184669ef3:0xdcc279b28ba90b8e!8m2!3d52.02254!4d5.645855999999999",https://search.google.com/local/reviews?placeid=ChIJ855mhNFSxkcRjgupi7J5wtw&q=ziekenhuis+gelderse+vallei&authuser=0&hl=nl&gl=UA,"{""1"": 78, ""2"": 10, ""3"": 13, ""4"": 37, ""5"": 102}",240.0,3.3,ChdDSUhNMG9nS0VJQ0FnSUR1aTZ5YmdnRRAB,https://www.google.com/maps/contrib/107562315032230202236?hl=nl,Mister Tunk,107562315032230202236,https://lh3.googleusercontent.com/a-/ACNPEu-3y4zmUK4251Ab0EugwdrDsLD51X_8Wr1vgWgd=s120-c-c0x00000000-cc-rp-mo-br100,"Soms is de service best oke, maar het maken van een simpele afspraak is bijna onmogelijk. Oneindig lange wachttijd aan de telefoon.",https://lh3.googleusercontent.com/a-/ACNPEu-3y4zmUK4251Ab0EugwdrDsLD51X_8Wr1vgWgd,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1aTZ5YmdnRRAB!2m1!1s0x0:0xdcc279b28ba90b8e!3m1!1s2@1:CIHM0ogKEICAgIDui6ybggE%7CCgwIk9WymAYQ0K2clwI%7C?hl=nl,2,1661774483,08/29/2022 12:01:23,1,-2539333432129287282
